District,year,season,temperature_2m_mean,rain_sum
Amravati,2017,Autumn,24.408012,43.3
Amravati,2017,Kharif,27.747223,186.275
Amravati,2017,Rabi,24.26607,0.4
Amravati,2017,Summer,34.668365,7.3999996
Amravati,2018,Autumn,24.97138,0.4
Amravati,2018,Kharif,26.979612,207.34999
Amravati,2018,Rabi,23.615175,7.45
Amravati,2018,Summer,34.46453,1.55
Amravati,2019,Autumn,24.574966,33.1
Amravati,2019,Kharif,28.117191,311.6
Amravati,2019,Rabi,23.458988,4.2250004
Amravati,2019,Summer,35.232193,1.25
